user_id,date_from,date_to,origin,destination,is_booked,search_count,num_adults,num_children,num_days,geo_distance
27916b,2017-05-01,2017-05-01,HAM,LIS,0,1,1,0,0,2200.8755716841497
2791cf,2017-05-08,2017-07-08,DUS,CMB,0,1,1,0,61,8231.891356654058
2792b0,2017-05-29,2017-06-18,HAM,STR,0,1,1,0,20,536.9279267891749
27951a,2017-05-06,2017-05-06,NYC,MUC,0,1,1,0,0,6488.73303734797
279644,2017-05-06,2017-06-02,DUS,THR,0,1,1,0,27,3918.4367603807773
27999f,2017-09-06,2017-09-06,PAR,YMQ,0,1,1,0,0,5506.315396348216
27999f,2017-09-06,2018-02-07,PAR,YMQ,0,1,1,0,154,5506.315396348216
279c73,2017-05-14,2017-05-19,PAR,SEL,0,2,1,0,5,8966.174170329861
279c73,2017-05-15,2017-05-19,PAR,SEL,0,1,1,0,4,8966.174170329861
279c8a,2017-05-18,2017-05-20,MUC,HAM,0,2,2,0,2,614.6902477291612
279ef4,2017-08-16,2017-08-16,BER,IST,0,1,1,0,0,1736.013577545123
27a218,2017-10-24,2017-10-27,HAM,MUC,0,3,2,0,3,614.6902477291612
27a41f,2017-05-10,2017-05-10,ZRH,DXB,0,1,1,0,0,4766.604603858165
27a825,2017-05-08,2017-05-11,MAN,MUC,0,1,1,0,3,1135.3363796065023
27ac8c,2017-07-03,2017-07-09,SXF,BCN,0,1,1,0,6,1492.4101724454283
27af79,2018-04-02,2018-04-06,BER,DUB,0,1,1,0,4,1316.7951232832588
27afff,2017-05-08,2017-05-10,FRA,BHX,0,1,1,0,2,780.0939458757775
27b319,2017-06-08,2017-06-14,PAR,NYC,0,1,3,0,6,5837.828025520125
27b3c6,2017-10-02,2017-10-07,AMS,NYC,0,1,2,0,5,5856.804299717847
27b3c6,2017-10-03,2017-10-07,AMS,NYC,0,1,2,0,4,5856.804299717847
27b3d5,2017-05-13,2017-05-19,OSL,HAM,0,1,1,0,6,705.2595026991708
27b4fd,2017-07-02,2017-07-02,STR,HAM,0,1,4,0,0,536.9279267891749
27b84e,2017-05-02,2017-05-06,MIA,TXL,0,1,1,0,4,7986.29746860626
27b84e,2017-12-05,2017-12-15,BER,PAR,0,1,2,0,10,878.2992029098784
27bfcc,2017-11-27,2017-12-11,MRS,TYO,0,1,2,0,14,10084.352389000904
27caa9,2017-08-04,2017-08-17,PAR,LHR,0,1,1,0,13,354.31979296494177
27cb5f,2017-09-02,2017-10-27,STR,SAW,0,1,1,0,55,1805.0421584784365
27cbfe,2017-05-05,2017-05-08,TXL,BCN,0,2,1,0,3,1498.166286190222
27cc7a,2017-05-03,2017-05-03,STR,HAM,0,1,1,0,0,536.9279267891749
27ce2c,2017-07-31,2017-08-04,BER,DUB,0,1,2,0,4,1316.7951232832588
27ce2c,2017-08-01,2017-08-04,BER,DUB,0,1,2,0,3,1316.7951232832588
27d2b1,2017-04-29,2017-04-29,CGN,IST,0,1,2,0,0,2001.4805308853554
27d543,2017-05-09,2017-05-09,PTY,MUC,0,1,1,0,0,9345.51969701595
27d706,2017-07-31,2017-08-07,BER,AGP,0,1,2,0,7,2240.6288428613975
27d9c2,2017-09-28,2017-10-19,FRA,CHI,0,1,4,0,21,6967.054318082686
27da4c,2017-07-10,2017-07-25,BER,DUS,0,1,1,0,15,477.393739229165
27dee2,2017-04-29,2017-05-05,STR,LPA,0,1,1,0,6,3114.780793923727
27e1ea,2017-05-01,2017-05-21,CMB,HAM,0,1,1,0,20,8064.307741758271
27e248,2017-05-04,2017-05-06,GVA,MAD,0,1,2,1,2,1022.5985656996222
27e344,2017-09-01,2017-09-11,FRA,AGP,0,1,1,0,10,1821.6385780061635
27e417,2017-05-03,2017-05-03,CGN,PMI,0,1,1,0,0,1305.3179028207294
27e59f,2017-08-17,2017-09-10,TXL,ALG,0,1,1,0,24,1931.4627585184994
27e652,2017-05-02,2017-05-02,TXL,HKG,0,1,1,0,0,8740.511266381063
27eab7,2017-08-23,2017-08-25,MUC,HEL,0,1,1,0,2,1589.06485216076
27ec27,2017-11-17,2017-12-07,TLS,SGN,0,1,3,0,20,10371.897195656718
27ed3f,2017-07-07,2017-07-14,STR,PMI,0,1,1,0,7,1147.0448811174474
27f163,2017-07-05,2017-07-09,MUC,MOW,0,1,1,0,4,1964.465758034855
27f280,2017-09-14,2017-10-13,DUS,ESB,0,1,3,1,29,2361.484787921872
27f2ca,2017-05-04,2017-05-08,FRA,PMI,0,1,2,0,4,1264.4962315467362
27f2d9,2018-02-02,2018-02-06,DUS,LON,0,1,2,1,4,483.3797305832925
27f2d9,2018-02-02,2018-02-06,DUS,PAR,0,1,2,1,4,411.64977029947977
27f62a,2017-05-19,2017-05-19,CDG,FRA,0,1,2,0,0,458.8467037498095
27fc35,2017-10-18,2017-10-28,BER,BOG,0,1,1,0,10,9430.111679490788
27fde1,2017-05-09,2017-06-06,FRA,DXB,0,1,2,0,28,4840.303809229145
27fde1,2017-05-09,2017-06-07,FRA,DXB,0,1,2,0,29,4840.303809229145
27ffcf,2017-05-01,2017-05-08,STR,ATH,0,1,1,0,7,1674.6501905547834
27ffcf,2017-05-08,2017-05-15,STR,ATH,0,1,1,0,7,1674.6501905547834
27ffcf,2017-05-09,2017-05-12,STR,ATH,1,1,1,0,3,1674.6501905547834
28006c,2017-05-01,2017-05-03,NCE,PAR,0,1,2,0,2,687.6002097518481
28018e,2017-05-17,2017-05-24,SYD,NYC,0,1,2,0,7,15994.604735360335
28019a,2018-02-15,2018-02-18,TLS,MAD,0,1,2,0,3,552.4188101391402
280592,2017-07-06,2017-07-13,HAM,OPO,0,1,2,2,7,1958.2086388218822
2806d2,2017-07-06,2017-07-08,TLS,BER,0,1,2,0,2,1328.909030948503
2806f6,2017-05-19,2017-06-15,PAR,BUE,0,1,1,0,27,11049.998239936016
28070e,2017-09-09,2017-09-29,CDG,BKK,0,1,4,0,20,9425.134831990172
280860,2017-11-17,2017-11-29,HAM,LIS,0,1,2,1,12,2200.8755716841497
28097e,2017-09-17,2017-10-10,DUS,ESB,0,1,2,0,23,2361.484787921872
280c2e,2017-07-04,2017-07-09,MUC,NYC,0,1,2,0,5,6488.73303734797
280c4b,2017-05-10,2017-05-12,HAM,ZRH,0,1,1,0,2,689.3583911243363
280cd2,2017-05-26,2017-05-26,IST,STR,0,1,1,0,0,1773.3653515547999
280d2c,2017-07-06,2017-07-06,CDG,TLS,0,1,2,0,0,607.558903435327
280d67,2017-05-03,2017-05-16,MUC,IST,0,2,3,0,13,1582.6490024192908
280f3b,2017-06-29,2017-07-06,LYS,PMI,0,1,2,0,7,710.8035087606864
280f9a,2017-06-15,2017-07-02,DUS,IEV,0,1,1,0,17,1658.4235632285859
28109c,2017-06-30,2017-07-07,BER,PMI,0,1,2,0,7,1657.1975239635512
28109c,2017-06-30,2017-07-07,TXL,PMI,1,2,2,0,7,1656.4193210929152
28155f,2017-06-27,2017-06-30,AMS,IEV,0,1,1,0,3,1786.9506483984312
2816be,2017-12-01,2017-12-15,HAM,TCI,0,1,2,0,14,3515.406747405146
281808,2017-05-04,2017-05-08,MUC,DUB,0,1,2,0,4,1376.248476041499
281938,2017-07-02,2017-07-05,DUS,VIE,1,5,2,0,3,782.8455640845343
2819f0,2017-05-07,2017-05-17,FRA,ANK,0,1,1,0,10,2197.7942264940957
2819f0,2017-10-07,2017-10-17,FRA,ANK,0,1,1,0,10,2197.7942264940957
281c1e,2017-05-21,2017-05-22,BOS,LGA,0,2,3,2,1,295.7309948728338
281dc9,2017-05-07,2017-06-03,MIA,NCE,0,1,1,0,27,7867.740138588699
28247b,2017-11-16,2017-11-23,FRA,GLA,0,1,2,0,7,1073.6941111111012
2825d4,2017-05-17,2017-05-20,MUC,IST,0,1,1,0,3,1582.6490024192908
2827eb,2017-05-18,2017-05-20,DUS,BCN,0,1,2,0,2,1148.6238044659378
282939,2017-08-31,2017-09-19,FRA,CEB,0,1,2,0,19,10852.580588625338
282a18,2017-08-02,2017-09-09,DUS,CPT,0,1,1,0,38,9541.994104237432
282a5c,2017-09-05,2017-09-10,DUS,ROM,0,1,1,0,5,1125.3172494919836
282aba,2017-06-15,2017-07-23,CDG,TYO,0,1,2,0,38,9689.767129585109
282af0,2017-09-23,2017-10-05,MUC,LON,0,1,3,2,12,920.6904735627807
282b18,2017-09-13,2017-09-20,PAR,PMI,0,1,2,2,7,1034.5540876226387
282bc6,2017-05-02,2017-05-02,STR,ROM,0,1,1,0,0,808.9320093349918
282e7e,2017-05-09,2017-05-15,FRA,PMI,0,1,2,2,6,1264.4962315467362
2831aa,2017-06-07,2017-06-11,DUS,MAD,0,1,2,0,4,1446.5874681845219
28335e,2018-02-12,2018-02-21,LYS,HKT,0,1,4,1,9,9629.920252993226
2833bc,2017-05-01,2017-05-01,ORY,NCE,0,2,2,0,0,676.2562644092587
2836f6,2017-12-22,2018-02-22,MRS,DAR,0,1,2,0,62,6558.3509690559795
2836fe,2017-06-14,2017-06-16,HAM,PMI,0,1,2,0,2,1654.5157994562705
2837b4,2017-09-11,2017-09-27,HAM,LIS,0,2,2,3,16,2200.8755716841497
283881,2017-04-25,2017-04-25,FRA,ROM,0,1,2,0,0,961.4185472970405
283ba1,2017-09-16,2017-09-25,DUS,PMI,0,1,1,0,9,1335.099388960445
283ba1,2017-09-17,2017-09-24,DUS,PMI,0,1,1,0,7,1335.099388960445
283c99,2017-04-29,2017-04-29,CGN,BUH,0,1,1,0,0,1580.3795943507341
284144,2017-07-01,2017-07-11,BER,ATH,1,3,2,0,10,1802.8477153286367
284144,2017-07-02,2017-07-19,BER,ATH,0,1,2,0,17,1802.8477153286367
284176,2017-09-20,2017-10-12,PAR,CPH,0,1,2,2,22,1027.3072880908708
28474b,2017-08-16,2017-08-19,FRA,LON,0,1,2,0,3,640.0443028377856
2847fe,2017-06-03,2017-06-07,PAR,LIS,0,4,7,0,4,1452.0328728283007
2848a5,2017-05-04,2017-05-06,BER,MUC,0,1,1,0,2,504.0152450674517
284b67,2017-08-09,2017-08-11,PAR,BCN,0,1,1,0,2,829.6484838874006
284d91,2017-06-07,2017-06-09,STR,HAM,0,1,1,0,2,536.9279267891749
2850e4,2017-05-25,2017-05-31,TLS,LIS,0,2,2,0,6,1036.79081559982
285515,2017-04-22,2017-05-03,DUS,IST,0,5,1,0,11,2038.9828522626703
285515,2017-04-23,2017-05-03,DUS,IST,1,3,1,0,10,2038.9828522626703
285754,2017-05-17,2017-05-19,PAR,TLS,0,1,2,0,2,587.9440451999194
285775,2017-10-11,2017-10-13,CGN,BGY,0,4,8,0,2,609.8791400445625
2857d3,2017-05-06,2017-05-13,BER,ANK,0,2,1,0,7,2037.1701410410183
285905,2017-09-02,2017-09-14,FRA,MIA,0,1,2,1,12,7763.326003005599
285b43,2017-11-16,2017-11-30,BRU,NYC,0,1,1,0,14,5888.9830831524305
285bbc,2017-05-17,2017-05-17,HAM,IST,0,1,1,0,0,1986.1073728991973
285c1c,2017-08-02,2017-08-05,PAR,GVA,0,1,1,0,3,404.71629678992724
285ea4,2017-06-30,2017-07-26,PAR,PPT,0,1,2,1,26,15712.707734352736
286129,2017-06-07,2017-06-09,MUC,LHR,0,1,3,0,2,938.9583795177158
2864f1,2017-09-30,2017-10-16,FRA,LAX,0,1,3,0,16,9301.789621924596
2866cb,2017-05-05,2017-06-17,TXL,BKK,0,2,2,0,43,8610.935922000315
286723,2017-07-05,2017-07-14,STR,VCE,0,1,4,0,9,441.22623586858805
286733,2017-05-23,2017-05-26,HAM,HEL,0,1,2,0,3,1161.187326356173
286972,2017-06-27,2017-06-30,FRA,PMI,0,1,2,2,3,1264.4962315467362
286af6,2017-08-23,2017-08-28,MRS,PRG,0,1,2,0,5,1010.258639765417
286c7a,2017-06-14,2017-06-16,FRA,ROM,0,1,2,0,2,961.4185472970405
286d13,2017-05-10,2017-05-10,DUS,MIL,0,1,1,0,0,664.6942857694113
286d13,2017-05-10,2017-05-10,DUS,VIE,0,1,1,0,0,782.8455640845343
286fef,2017-06-22,2017-06-29,FRA,MCT,0,1,1,0,7,5174.110483278939
287297,2017-05-04,2017-05-10,CGN,IST,0,1,2,0,6,2001.4805308853554
2872e0,2017-09-03,2017-10-16,PAR,LIS,0,1,2,1,43,1452.0328728283007
28741b,2017-07-06,2017-07-13,DUS,ATH,0,2,2,0,7,1982.0046865870245
28741b,2017-07-07,2017-07-13,DUS,ATH,1,2,2,0,6,1982.0046865870245
28741b,2017-07-07,2017-07-14,DUS,ATH,0,1,2,0,7,1982.0046865870245
28751d,2017-04-27,2017-05-01,HAM,LYS,0,1,3,0,4,946.218763315108
287699,2017-05-07,2017-05-10,PAR,CAI,0,1,1,0,3,3214.5366190947757
2876ec,2017-06-26,2017-07-03,DUS,DUB,0,1,1,0,7,915.5973864187715
2876ec,2017-07-13,2017-07-20,DUS,DUB,0,1,1,0,7,915.5973864187715
28788c,2017-10-29,2017-10-31,FRA,ARN,0,1,2,0,2,1210.7945748265481
287a7d,2017-12-08,2017-12-08,SEL,SHA,0,1,1,0,0,868.5563227316571
287cf4,2017-05-17,2017-05-17,PAR,MRS,0,1,2,2,0,640.5227915734464
2880d7,2017-07-04,2017-07-09,FRA,NCE,0,1,1,0,5,726.7977767905303
2881c5,2017-05-14,2017-05-25,HAM,AMS,0,2,1,1,11,379.5655985197144
28829c,2017-04-27,2017-04-27,DUS,TXL,0,1,1,0,0,470.7535522511977
288307,2017-04-26,2017-04-29,BER,PMI,0,2,1,0,3,1657.1975239635512
288307,2017-07-19,2017-07-22,BER,PMI,1,3,2,0,3,1657.1975239635512
288307,2017-07-26,2017-07-29,BER,PMI,0,1,2,0,3,1657.1975239635512
28843b,2017-07-09,2017-07-15,FRA,AGP,0,1,1,0,6,1821.6385780061635
28845c,2018-01-27,2018-02-02,AMS,NYC,0,2,1,0,6,5856.804299717847
28845c,2018-01-27,2018-02-06,AMS,NYC,0,1,1,0,10,5856.804299717847
2885b0,2017-06-01,2017-06-03,DUS,LYS,0,1,9,0,2,624.58832060847
288840,2017-06-26,2017-06-30,ORY,IST,0,1,2,0,4,2249.8486201649002
28891c,2017-05-16,2017-05-26,MUC,DXB,0,1,1,0,10,4571.929787220085
2889eb,2018-04-18,2018-04-21,FRA,VCE,0,2,8,1,3,587.3542670261129
288d19,2017-04-29,2017-04-29,LIM,MAD,0,1,1,0,0,9507.969844009072
288d19,2017-04-29,2017-04-29,MAD,LIM,0,1,1,0,0,9507.969844009072
288ee1,2017-06-15,2017-06-16,CGN,BER,0,2,2,0,1,470.0774082475336
289103,2017-05-16,2017-05-20,AMS,MUC,0,1,1,0,4,670.5798964264392
289103,2017-05-17,2017-05-20,AMS,MUC,0,1,1,0,3,670.5798964264392
2891c6,2017-11-09,2017-11-15,STR,LHR,0,1,1,0,6,749.1295010985074
289241,2017-05-24,2017-05-27,LYS,AMS,0,1,2,0,3,729.4690771244215
289285,2017-05-02,2017-05-04,DUS,BER,0,1,1,0,2,477.393739229165
2892d1,2017-06-06,2017-06-06,BER,LIS,0,1,1,0,0,2312.0734736524214
2892d1,2017-11-09,2017-11-10,BER,FRA,0,1,1,0,1,423.2473533752599
2895b9,2017-08-27,2017-08-27,BHX,FRA,0,1,1,0,0,780.0939458757775
289986,2017-06-18,2017-06-29,PAR,LAX,0,1,1,0,11,9085.91956641113
289a2d,2017-04-25,2017-04-26,MUC,HAM,0,1,1,0,1,614.6902477291612
289a42,2017-06-22,2017-06-23,HAM,MUC,0,2,1,0,1,614.6902477291612
289c47,2017-06-18,2017-06-18,BER,KTM,0,1,1,0,0,6402.248446746322
28a014,2017-06-03,2017-06-07,PAR,LIS,0,1,7,0,4,1452.0328728283007
28a1bc,2017-11-18,2017-11-18,PAR,MEL,0,1,1,0,0,16791.113545537413
28a3e5,2017-12-23,2018-01-04,MRS,NOU,0,1,2,0,12,17096.911815229025
28a3e6,2017-05-14,2017-05-15,TLS,LIS,0,1,1,0,1,1036.79081559982
28a3e6,2017-06-17,2017-06-25,TLS,LIS,0,1,2,0,8,1036.79081559982
28a3e6,2017-06-18,2017-06-25,TLS,LIS,0,3,2,0,7,1036.79081559982
28a3e6,2017-06-19,2017-06-26,TLS,LIS,1,0,2,0,7,1036.79081559982
28a6ff,2017-05-14,2017-05-17,CDG,IST,0,1,1,0,3,2243.249620603187
28a7a7,2017-09-15,2017-09-20,MUC,AMS,1,3,1,0,5,670.5798964264392
28a7a7,2017-09-15,2017-09-20,STR,AMS,0,2,1,0,5,501.4182705756813
28a817,2017-05-04,2017-05-04,CAS,TLS,0,1,1,0,0,1361.0354960752352
28aa35,2017-05-10,2017-05-17,BER,VIE,0,1,1,0,7,537.8205741565705
28ae04,2017-06-22,2017-06-29,PAR,FLL,0,2,1,0,7,7329.592744417369
28ae92,2017-06-08,2017-06-15,TLS,TYO,1,3,1,0,7,10240.015317301164
28b293,2017-08-12,2017-08-17,STR,MOW,0,1,3,0,5,2071.4706313888923
28b40a,2017-05-18,2017-06-09,PAR,TYO,0,1,1,0,22,9712.667416241666
28b442,2017-12-02,2017-12-09,DUS,PMI,0,1,1,0,7,1335.099388960445
28bdb0,2017-05-25,2017-06-02,PAR,NCE,0,2,1,1,8,687.6002097518481
28bee5,2017-05-03,2017-05-03,BER,CGN,0,1,1,0,0,470.0774082475336
28c283,2017-10-10,2017-10-20,STR,CHI,0,1,1,0,10,7080.284217594092
28c496,2017-07-12,2017-07-17,NCE,ATH,0,1,1,0,5,1521.8015820905455
28c537,2017-05-16,2017-05-16,CGN,IST,0,1,1,0,0,2001.4805308853554
28c5f0,2017-05-07,2017-05-07,CGN,TXL,0,1,1,0,0,464.07051510483865
28cad5,2017-08-23,2017-08-26,MUC,PMI,0,2,6,0,3,1188.284803898934
28ccad,2017-07-11,2017-07-24,PAR,THR,0,1,1,0,13,4210.7285325781095
28cec1,2017-08-18,2017-09-08,TXL,LOS,0,1,1,0,21,5193.064886052385
28d92b,2017-05-17,2017-05-20,CGN,IZM,0,1,1,0,3,2092.7418345838228
28d92b,2017-08-17,2017-09-01,CGN,IZM,0,1,1,0,15,2092.7418345838228
28daa3,2017-07-05,2017-07-08,STR,STO,0,1,1,0,3,1306.447678252855
28e342,2017-07-05,2017-07-07,MUC,CGN,0,1,1,0,2,443.1577909150198
28e39d,2017-06-15,2017-06-23,CMB,PAR,0,1,1,0,8,8514.339836626854
28e402,2017-09-16,2017-10-04,PAR,DFW,0,1,1,0,18,7934.971138200818
28e9be,2017-05-03,2017-05-05,PAR,TLS,0,3,1,0,2,587.9440451999194
28ed0b,2017-06-24,2017-06-29,ORY,BCN,0,1,2,0,5,816.3222191323155
28eeac,2017-07-09,2017-07-13,PAR,TYO,0,1,1,0,4,9712.667416241666
28f496,2017-05-02,2017-05-03,NCE,PAR,0,1,1,0,1,687.6002097518481
28f5d6,2017-05-11,2017-05-11,FRA,NCE,0,1,1,0,0,726.7977767905303
28f64e,2017-05-06,2017-05-09,MUC,ROM,0,3,2,0,3,698.7883321065486
28faa6,2017-10-16,2017-10-16,NYC,PAR,0,1,4,0,0,5837.828025520125
28fd3b,2017-07-05,2017-07-09,FRA,MRS,0,1,2,0,4,788.1523535178839
28fda1,2017-06-07,2017-06-12,FRA,DXB,0,1,2,0,5,4840.303809229145
28feb7,2017-05-17,2017-05-17,MRS,PMI,0,2,1,0,0,479.27441208587163
28fff1,2017-09-23,2017-10-03,LYS,OPO,0,1,2,0,10,1198.8823543471456
28fff1,2017-09-24,2017-10-03,LYS,OPO,0,1,2,0,9,1198.8823543471456
290376,2017-09-07,2017-10-05,PAR,LIS,0,1,2,0,28,1452.0328728283007
29062a,2017-05-23,2017-11-22,FRA,NOU,0,1,1,0,183,16363.5472919018
29085b,2017-05-15,2017-05-16,MRS,LON,0,1,1,0,1,982.5807048002898
2909ae,2017-06-12,2017-06-12,PAR,BCN,0,1,1,0,0,829.6484838874006
290a8a,2017-07-31,2017-09-11,DUS,DFW,0,1,1,0,42,8077.515453576084
290a8a,2017-07-31,2017-09-12,DUS,DFW,0,1,1,0,43,8077.515453576084
290cc1,2017-06-14,2017-06-17,BER,PAR,0,1,1,0,3,878.2992029098784
290e7a,2017-05-17,2017-05-29,STR,VCE,0,1,1,0,12,441.22623586858805
290f23,2017-05-21,2017-05-28,HAM,IST,0,1,4,1,7,1986.1073728991973
291017,2017-05-23,2017-05-23,OSL,GVA,0,1,1,0,0,1550.3765936530604
2910b9,2017-09-01,2017-09-15,NCE,BUH,0,1,3,1,14,1506.0599949289085
291240,2017-04-29,2017-05-15,HAM,CMB,0,1,2,0,16,8064.307741758271
291240,2018-04-01,2018-04-17,HAM,CMB,0,1,2,0,16,8064.307741758271
2915af,2017-12-15,2017-12-26,MUC,ROM,0,1,1,0,11,698.7883321065486
291ad4,2017-09-18,2017-10-18,MUC,SAW,0,1,1,0,30,1614.315957215075
291e39,2017-06-13,2017-12-12,FRA,CAI,0,1,2,0,182,2922.515676262693
291e79,2017-09-27,2017-10-17,PAR,CAN,0,1,2,0,20,9478.279355297593
2921a1,2017-09-19,2017-10-13,DUS,SFO,0,1,2,0,24,8966.73718446969
2921a1,2017-09-20,2017-10-13,DUS,SFO,0,1,2,0,23,8966.73718446969
292234,2017-05-07,2017-05-09,FRA,ALC,0,1,1,0,2,1505.9415680583793
2923ba,2017-05-04,2017-05-05,CGN,MUC,0,1,1,0,1,443.1577909150198
2923ef,2017-08-23,2017-08-25,FRA,PRG,0,2,1,0,2,397.8298348161468
2924fc,2017-05-17,2017-05-21,DUS,CAI,0,1,1,0,4,3103.740530395947
29253d,2017-06-03,2017-07-03,FRA,BKK,0,2,1,0,30,8966.898802410986
292586,2017-05-20,2017-06-14,CGN,ADB,0,1,2,0,25,2103.834671197133
2927c5,2017-06-16,2017-06-21,TLS,LIS,0,3,1,0,5,1036.79081559982
2927cd,2017-05-23,2017-05-30,NCE,DXB,0,1,1,0,7,4780.65477350455
29294e,2017-05-12,2017-05-20,DUS,IST,0,1,1,0,8,2038.9828522626703
292e0a,2017-05-13,2017-05-17,MUC,LHR,0,1,1,2,4,938.9583795177158
292fb8,2017-08-05,2017-08-09,MUC,AGP,0,1,1,0,4,1819.8229843529364
29329d,2017-05-04,2017-06-05,MRS,VCE,0,1,1,0,32,607.1713847444545
29336d,2017-05-05,2017-05-17,STR,AYT,0,1,1,0,12,2189.8235531182695
29342d,2017-12-19,2018-01-02,HAM,ORL,0,1,2,0,14,7580.109399823235
2935c2,2017-05-29,2017-06-05,CDG,JFK,0,1,1,0,7,5833.833754340766
2938c8,2017-05-31,2017-06-01,BER,MUC,0,1,1,0,1,504.0152450674517
293e7f,2017-05-06,2017-05-11,HAM,BCN,0,1,2,0,5,1476.4181312282537
293e9c,2017-05-17,2017-05-22,MUC,MIA,0,1,1,0,5,8031.347461397093
293f5a,2017-09-02,2017-09-02,CGN,BCN,0,1,3,0,0,1121.6653394525183
294109,2017-04-27,2017-04-27,HAM,ZRH,0,1,1,0,0,689.3583911243363
294398,2017-07-09,2017-07-16,PAR,BUD,0,2,2,0,7,1261.7263878193082
294455,2017-11-02,2017-11-16,BKK,CAN,0,1,1,0,14,1721.2802771074207
294640,2017-05-16,2017-05-25,HAM,IZM,0,1,1,0,9,2131.770491447406
294a5f,2017-05-08,2017-05-13,PAR,CAS,0,1,1,0,5,1886.4928553638888
294abd,2017-07-16,2017-07-20,FRA,DUB,0,1,2,0,4,1086.100278223889
294ba9,2017-05-10,2017-05-12,BER,CGN,0,1,1,0,2,470.0774082475336
294cc5,2017-05-16,2017-05-20,BER,YTO,0,1,1,0,4,6474.663550198847
294e9d,2017-06-03,2017-06-10,SVO,FRA,0,1,1,0,7,2010.5092265822132
294f30,2017-11-29,2017-12-08,MUC,VCE,0,1,2,0,9,305.60388292599794
295097,2017-05-18,2017-05-25,FRA,MRS,0,1,1,1,7,788.1523535178839
2950e4,2017-04-23,2017-04-23,DUS,STR,0,1,1,0,0,320.9552460951598
29514c,2017-06-29,2017-07-20,PRG,ORL,0,1,1,0,21,7990.604377729351
29558a,2017-04-25,2017-05-25,CDG,ALG,0,1,1,0,30,1363.8281968104534
2955b3,2017-05-01,2017-05-01,FRA,DUB,0,1,1,0,0,1086.100278223889
295787,2017-05-27,2017-05-31,DUS,IST,0,1,3,2,4,2038.9828522626703
2957dc,2017-07-06,2017-07-10,FRA,VCE,0,1,3,0,4,587.3542670261129
29585d,2017-09-21,2017-10-05,LYS,LIS,0,1,4,0,14,1388.1593558491786
295877,2017-05-12,2017-05-19,FRA,PMI,0,1,2,2,7,1264.4962315467362
29588e,2017-06-14,2017-06-14,PAR,BKK,0,2,2,0,0,9443.865249207118
2959a4,2017-06-01,2017-06-08,PAR,ATH,0,1,3,1,7,2095.4533044219033
29612d,2017-05-20,2017-05-24,PAR,LIS,0,2,2,0,4,1452.0328728283007
296152,2017-09-16,2017-10-16,ZRH,IAD,0,1,1,0,30,6675.236573394072
2965e3,2017-07-25,2017-07-25,DUS,SAW,0,1,1,0,0,2069.7726979249896
29661e,2017-07-09,2017-07-11,MUC,MAD,0,1,1,0,2,1484.4714637021586
2966e3,2017-05-07,2017-05-11,BER,SFO,0,1,1,0,4,9119.108178016431
296b3c,2017-09-22,2017-10-05,FRA,ATH,0,1,1,0,13,1800.6617479452511
296bfc,2017-05-13,2017-05-19,DUS,VCE,0,1,1,0,6,762.0085086860541
296ca9,2017-07-09,2017-07-22,TLS,YMQ,0,1,2,1,13,5722.212951855538
296d6b,2017-06-14,2017-06-22,PAR,ARN,0,1,1,0,8,1562.2473782427428
296d6b,2017-06-14,2017-06-22,PAR,STO,0,1,1,0,8,1544.7739277784976
296e14,2017-08-26,2017-09-21,FRA,DPS,0,2,1,0,26,11926.180864323322
297260,2017-07-11,2017-07-18,ZRH,LIS,0,1,1,0,7,1727.428574543278
297a51,2017-09-14,2017-10-05,PAR,BKK,0,1,1,0,21,9443.865249207118
297a9c,2017-07-06,2017-08-10,PAR,ROM,0,1,4,1,35,1106.7371573716223
297ba1,2017-05-18,2017-05-24,BER,DXB,0,1,1,0,6,4629.6638890162885
297d8b,2017-10-05,2017-10-05,FRA,YUL,0,1,1,0,0,5858.196965939363
2980e4,2017-06-26,2017-06-29,DUS,ZRH,0,1,2,0,3,438.56234826349424
29822d,2017-04-30,2017-05-05,FRA,PMI,0,1,1,0,5,1264.4962315467362
29822d,2017-05-01,2017-05-05,FRA,PMI,0,1,1,0,4,1264.4962315467362
298525,2017-09-21,2017-10-05,GVA,ESB,0,1,2,0,14,2270.176406538997
2987a3,2017-05-17,2017-05-22,BER,HEL,0,1,1,1,5,1105.178842857535
2987a3,2017-08-24,2017-09-06,BER,HEL,0,1,2,2,13,1105.178842857535
298a75,2018-02-08,2018-02-16,DUS,LPA,0,1,3,0,8,3169.7673343287
298c5b,2017-12-31,2017-12-31,MUC,SGN,0,1,2,0,0,9485.257335335726
298e65,2017-09-16,2017-10-17,PAR,ALG,0,1,3,0,31,1346.621997089775
29904e,2017-05-21,2017-05-24,FRA,MIL,0,1,1,0,3,519.5643313103288
299374,2017-07-09,2017-07-19,MUC,AGP,0,1,4,0,10,1819.8229843529364
299735,2017-09-20,2017-09-22,STR,BER,0,1,1,0,2,511.55924282227244
2998fb,2017-05-26,2017-06-03,PAR,IST,0,1,1,0,8,2253.4668406275528
299a54,2017-08-21,2017-08-21,LED,FRA,0,1,2,0,0,1734.8307180633806
299ab8,2017-07-15,2017-07-21,FRA,VIE,0,2,2,0,6,614.698945526137
299aee,2017-05-22,2017-05-22,CAI,ROM,0,1,2,0,0,2137.23733878295
299c11,2017-05-23,2017-06-02,FRA,SAW,0,1,1,0,10,1896.8812888423424
29a0e3,2017-07-09,2017-07-16,FRA,ATH,0,1,1,1,7,1800.6617479452511
